"project_id","num_team_year","num_commits_year","forks","watchers","hasWomenEver"
76829,24,1948,35,83,FALSE
76847,18,1338,32,21,FALSE
76867,8,439,5,13,TRUE
76875,17,4692,8,5,TRUE
76883,12,1727,4,10,FALSE
76915,10,5770,0,2,TRUE
76917,6,1014,0,0,FALSE
76922,4,368,0,1,FALSE
76970,10,519,29,75,TRUE
77143,4,325,1,0,TRUE
77162,2,30,3,4,FALSE
77222,4,67,0,1,FALSE
77235,54,8484,155,25,FALSE
77274,14,993,0,1,TRUE
77330,3,45,0,10,FALSE
77432,2,68,2,6,FALSE
77471,5,696,2,7,FALSE
77520,8,2628,0,1,FALSE
77531,1,55,0,1,TRUE
77593,6,566,0,1,TRUE
77665,5,31,12,9,FALSE
77671,4,405,0,1,FALSE
77698,5,782,0,1,FALSE
77699,4,264,0,1,FALSE
77796,6,107,7,12,FALSE
77802,7,2196,3,8,FALSE
77833,12,2609,5,18,TRUE
77860,7,316,4,12,FALSE
77954,4,260,4,7,FALSE
77981,3,10,0,1,TRUE
78020,5,169,1,19,FALSE
78042,6,1820,3,1,FALSE
78050,5,18,33,55,FALSE
78059,12,1275,0,3,FALSE
78110,1,4,0,1,FALSE
78118,2,2,10,31,FALSE
78159,3,58,3,1,FALSE
78258,6,235,8,16,FALSE
78270,5,56,10,5,FALSE
78384,21,1164,0,6,TRUE
78404,52,1330,41,73,TRUE
78411,5,184,1,106,TRUE
78419,6,682,4,9,FALSE
78442,3,482,2,30,FALSE
78457,6,780,1,201,FALSE
78474,10,1318,6,23,TRUE
78516,3,28,6,33,FALSE
78518,4,50,11,21,FALSE
78601,5,168,9,2,FALSE
78605,2,1768,1,2,FALSE
78619,22,410,28,124,FALSE
78751,5,284,0,4,TRUE
78753,2,60,0,1,FALSE
78766,7,1251,1,2,FALSE
78767,4,130,0,2,FALSE
78867,8,3147,11,4,FALSE
78962,15,3173,29,31,TRUE
79036,5,18,10,19,FALSE
79128,5,289,7,79,FALSE
79194,3,45,6,7,FALSE
79229,21,366,142,56,TRUE
79266,5,271,8,44,FALSE
79395,7,1142,1,3,FALSE
79406,3,279,0,1,FALSE
79488,2,798,2,24,FALSE
79511,2,82,0,3,FALSE
79520,4,234,7,19,FALSE
79543,14,1503,12,21,FALSE
79562,4,174,0,1,FALSE
79595,5,130,4,17,FALSE
79730,3,701,0,1,FALSE
79785,2,52,0,1,TRUE
79827,3,462,0,1,FALSE
79844,11,846,2,8,FALSE
79886,6,266,5,20,FALSE
79924,92,4443,71,121,TRUE
79946,1,17,17,73,FALSE
79978,1,24,0,1,FALSE
80003,10,1421,16,31,TRUE
80006,12,3317,1,1,FALSE
80023,12,3126,11,47,FALSE
80038,27,2417,3,6,FALSE
80043,3,347,6,19,FALSE
80052,24,216,26,67,TRUE
80077,3,30,1,4,TRUE
80182,7,1679,0,2,FALSE
80212,18,224,38,18,TRUE
80241,5,302,1,8,FALSE
80242,4,37,1,3,FALSE
80257,2,124,0,1,TRUE
80262,5,426,0,2,FALSE
80270,2,2773,2,3,FALSE
80280,4,883,2,8,FALSE
80295,6,149,3,12,FALSE
80320,4,136,2,5,TRUE
80629,4,373,0,1,FALSE
80660,9,1608,21,22,FALSE
80666,3,176,24,147,FALSE
80713,3,538,1,6,FALSE
80760,4,208,5,60,FALSE
80786,24,833,19,37,FALSE
80795,27,59547,6,3,FALSE
80859,5,240,1,3,FALSE
80904,4,14,0,1,TRUE
81048,7,143,7,13,TRUE
81053,3,648,0,1,FALSE
81071,2,4,5,18,FALSE
81156,7,173,67,87,FALSE
81190,11,86,114,135,TRUE
81202,6,106,32,49,FALSE
81255,4,313,8,94,FALSE
81302,1,4,12,49,FALSE
81319,4,237,2,6,FALSE
81338,10,212,28,47,FALSE
81341,5,761,1,4,FALSE
81342,3,164,3,2,FALSE
81433,34,1670,55,190,TRUE
81681,4,12,10,42,FALSE
81729,5,138,6,15,TRUE
81753,4,10,5,3,FALSE
81765,9,4406,8,4,FALSE
81837,6,77,13,70,TRUE
81959,6,69,7,8,FALSE
82035,3,6,1,5,FALSE
82096,6,274,2,4,TRUE
82141,4,108,6,7,FALSE
82156,5,708,14,55,FALSE
82164,3,102,5,25,FALSE
82191,18,11223,6,10,TRUE
82210,4,62,7,7,FALSE
82211,22,1155,28,238,FALSE
82230,5,218,7,7,FALSE
82233,3,289,0,2,FALSE
82246,3,1182,4,67,FALSE
82281,3,57,2,2,FALSE
82374,12,3457,1,2,TRUE
82375,5,200,13,7,TRUE
82400,21,6260,2,8,TRUE
82403,8,138,14,26,FALSE
82488,5,23,12,23,FALSE
82499,2,190,1,0,FALSE
82511,6,357,9,83,FALSE
82581,3,1123,0,2,TRUE
82903,3,57,7,97,FALSE
82950,11,275,9,34,TRUE
83126,2,1090,0,3,FALSE
83209,4,43,0,3,FALSE
83220,3,972,1,6,FALSE
83221,3,230,0,3,FALSE
83380,8,125,30,48,TRUE
83448,4,381,2,13,TRUE
83566,14,165,2,8,FALSE
83585,10,328,17,72,FALSE
83659,7,241,13,20,FALSE
83779,2,86,0,1,FALSE
83830,15,209,21,38,FALSE
83913,5,170,2,7,TRUE
83949,16,920,4,5,TRUE
83954,23,2050,21,54,TRUE
83973,4,448,1,1,FALSE
84033,3,99,2,1,FALSE
84083,4,1184,5,46,FALSE
84171,4,220,0,1,FALSE
84381,12,426,4,2,TRUE
84389,4,63,13,136,FALSE
84417,14,1691,26,6,TRUE
84418,4,352,4,7,FALSE
84450,40,5214,22,14,TRUE
84477,4,640,2,3,TRUE
84538,13,1303,14,28,FALSE
84544,3,66,1,1,FALSE
84546,5,126,3,4,FALSE
84580,2,49,1,3,FALSE
84602,3,725,0,1,TRUE
84623,2,62,0,1,FALSE
84664,5,88,4,6,FALSE
84684,27,445,62,111,TRUE
84732,3,42,4,3,TRUE
84748,4,79,0,1,FALSE
84749,4,100,4,7,FALSE
84759,32,9869,21,31,FALSE
84836,7,234,2,32,FALSE
84859,5,392,0,3,TRUE
84866,19,4090,0,3,FALSE
84944,1,5,0,10,TRUE
85009,2,426,0,2,FALSE
85017,6,561,4,5,FALSE
85067,6,312,4,7,FALSE
85082,10,84,7,29,FALSE
85090,9,254,6,4,TRUE
85101,7,978,4,3,FALSE
85135,11,3432,1,4,TRUE
85140,13,265,5,14,FALSE
85302,21,2026,24,42,TRUE
85428,5,154,12,29,FALSE
85448,8,105,7,22,FALSE
85527,7,464,2,8,TRUE
85528,10,159,10,48,FALSE
85573,4,486,3,4,FALSE
85592,3,786,0,1,FALSE
85624,9,464,15,25,FALSE
85675,3,146,0,3,FALSE
85725,10,1029,12,42,TRUE
85751,17,712,22,18,TRUE
85778,19,206,78,187,TRUE
85842,4,464,1,4,FALSE
85856,3,18,0,1,FALSE
85897,9,1541,7,8,TRUE
85928,5,174,17,36,FALSE
85959,8,290,6,5,FALSE
85968,3,529,0,7,FALSE
86005,5,25,4,0,FALSE
86066,7,1459,5,17,FALSE
86079,2,96,3,4,FALSE
86086,10,235,11,92,FALSE
86094,5,132,16,35,FALSE
86153,2,382,2,6,FALSE
86172,31,3668,0,3,TRUE
86178,46,9432,2,4,TRUE
86211,6,523,19,4,FALSE
86214,3,160,0,1,FALSE
86232,3,94,9,129,FALSE
86255,19,1008,20,48,FALSE
86306,7,1349,2,2,FALSE
86380,22,51231,14,23,TRUE
86460,11,350,6,20,FALSE
86462,2,44,0,1,FALSE
86469,13,573,1,2,TRUE
86570,3,40,8,69,FALSE
86614,3,120,2,3,FALSE
86615,4,51,2,4,FALSE
86644,39,3372,64,14,TRUE
86654,13,349,0,1,FALSE
86702,13,388,11,81,FALSE
86721,3,94,3,20,FALSE
86740,12,1824,1,1,TRUE
86836,6,35,23,26,TRUE
86845,4,74,0,2,FALSE
86859,4,294,4,11,FALSE
86894,3,194,3,2,FALSE
86964,5,467,10,63,FALSE
87049,2,266,0,2,FALSE
87197,14,180,18,56,FALSE
87198,14,977,14,36,TRUE
87247,7,1120,6,15,TRUE
87303,3,264,0,3,FALSE
87357,2,9,7,10,FALSE
87393,3,172,1,3,FALSE
87424,7,172,16,100,FALSE
87437,8,216,6,14,TRUE
87461,8,250,4,7,TRUE
87488,10,490,0,2,FALSE
87492,16,900,13,14,TRUE
87500,3,13,15,56,TRUE
87511,3,234,3,11,TRUE
87528,10,294,22,120,TRUE
87535,14,445,4,3,TRUE
87546,5,612,1,4,TRUE
87601,27,2815,30,25,FALSE
87610,6,85,3,3,TRUE
87654,23,654,35,78,TRUE
87657,1,105,1,2,FALSE
87659,4,183,6,15,FALSE
87660,5,371,1,4,FALSE
87668,5,353,6,11,FALSE
87721,9,180,8,5,TRUE
87742,5,211,0,2,FALSE
87745,4,1197,4,3,FALSE
87778,9,1685,0,1,FALSE
87816,6,1501,4,19,FALSE
87844,5,310,4,2,FALSE
87876,3,17,18,158,FALSE
87915,20,739,62,81,FALSE
87950,9,1610,6,72,FALSE
87975,7,30,21,26,FALSE
88003,38,1386,39,85,FALSE
88031,2,134,0,1,FALSE
88097,2,176,0,4,FALSE
88141,3,42,6,42,FALSE
88153,6,867,6,16,FALSE
88303,6,169,8,7,FALSE
88368,5,33,0,1,FALSE
88499,4,587,1,1,FALSE
88500,5,339,2,6,FALSE
88592,4,458,2,16,FALSE
88606,12,484,19,5,TRUE
88705,18,18785,39,69,TRUE
88788,29,5195,29,13,TRUE
88839,4,676,1,6,FALSE
88901,6,837,1,1,TRUE
88904,5,306,4,19,FALSE
88922,9,5168,2,3,FALSE
88926,3,928,2,4,TRUE
88952,11,170,21,21,FALSE
88971,18,6503,6,9,TRUE
88997,10,81,13,68,FALSE
89014,2,140,0,3,FALSE
89018,9,220,0,1,TRUE
89150,4,155,6,2,FALSE
89164,2,688,0,3,FALSE
89180,3,63,3,1,FALSE
89210,4,312,0,4,FALSE
89238,4,125,8,10,FALSE
89259,18,1100,0,3,FALSE
89314,5,199,4,6,FALSE
89329,22,4794,11,8,TRUE
89346,4,255,17,9,FALSE
89364,16,4538,34,123,FALSE
89521,4,95,3,6,FALSE
89530,3,261,2,1,FALSE
89554,4,770,2,2,FALSE
89596,6,26,19,59,TRUE
89600,5,37,1,4,FALSE
89612,3,33,0,2,FALSE
89672,33,2957,104,160,FALSE
89775,4,121,3,3,TRUE
89823,5,199,6,50,TRUE
89828,4,92,0,3,FALSE
89872,21,372,23,79,TRUE
89886,3,25,8,7,FALSE
89925,3,35,6,4,FALSE
89928,16,842,29,42,TRUE
89958,5,374,15,49,TRUE
89967,5,455,0,4,FALSE
90019,3,351,4,3,FALSE
90065,32,2406,38,49,TRUE
90075,3,300,11,108,FALSE
90077,5,306,4,7,FALSE
90097,2,112,0,1,FALSE
90111,8,319,1,1,TRUE
90147,3,164,0,1,FALSE
90202,5,94,16,81,FALSE
90223,5,789,11,64,FALSE
90236,12,795,4,14,FALSE
90296,9,1846,0,1,FALSE
90302,8,98,27,39,FALSE
90365,32,874,36,63,FALSE
90394,2,136,2,4,FALSE
90430,6,92,3,14,FALSE
90448,5,733,0,1,FALSE
90470,6,74,6,15,TRUE
90550,10,206,0,2,TRUE
90565,6,90,0,3,TRUE
90688,10,366,10,54,FALSE
90715,2,360,1,2,TRUE
90733,3,122,1,1,FALSE
90765,4,45,1,1,FALSE
90788,1,3,1,0,FALSE
90797,2,598,1,4,FALSE
90804,6,46,5,9,TRUE
90978,3,384,0,5,FALSE
91034,3,26,0,1,FALSE
91088,4,332,5,7,FALSE
91115,4,20,6,19,FALSE
91142,8,685,5,21,TRUE
91218,5,498,5,2,FALSE
91243,5,370,2,9,FALSE
91285,2,160,0,2,FALSE
91324,9,67,12,20,FALSE
91428,8,2702,0,2,FALSE
91490,4,34,2,5,FALSE
91511,9,245,7,73,FALSE
91549,9,608,20,35,TRUE
91553,12,673,0,5,FALSE
91605,4,115,2,7,FALSE
91708,5,1132,1,2,FALSE
91725,15,573,12,35,TRUE
91782,7,1626,1,3,FALSE
91825,4,580,0,1,FALSE
91844,4,166,0,1,FALSE
91870,13,1636,28,32,TRUE
91942,3,65,0,2,FALSE
91959,5,222,12,134,FALSE
91986,6,2772,2,4,FALSE
92068,4,130,1,1,FALSE
92074,3,40,4,5,TRUE
92206,6,693,0,1,FALSE
92284,25,2878,18,30,FALSE
92380,6,486,2,24,FALSE
92395,4,28,5,10,FALSE
92537,28,2611,0,2,TRUE
92544,12,215,0,1,FALSE
92653,45,1120,91,45,TRUE
92693,14,1547,11,7,TRUE
92718,18,3326,15,7,TRUE
92778,2,91,2,7,FALSE
92928,6,423,1,3,TRUE
92940,7,1858,0,3,TRUE
93040,2,252,0,2,TRUE
93050,3,150,4,0,TRUE
93201,4,746,7,47,FALSE
93314,5,40,0,4,FALSE
93356,7,31,4,7,TRUE
93408,8,219,18,38,FALSE
93429,6,556,5,36,FALSE
93442,8,580,20,21,FALSE
93460,5,267,4,5,FALSE
93490,11,240,17,6,TRUE
93604,4,482,1,6,FALSE
93625,4,705,3,31,FALSE
93642,10,296,0,1,TRUE
93646,25,4921,43,70,TRUE
93733,7,1542,8,9,FALSE
93801,32,1813,46,56,TRUE
93985,4,98,6,7,FALSE
93993,1,14,3,6,FALSE
94129,4,178,0,1,FALSE
94159,8,937,0,8,FALSE
94166,9,46,12,9,FALSE
94385,5,526,4,43,FALSE
94399,6,26,1,5,FALSE
94467,5,657,6,3,TRUE
94481,2,243,1,2,FALSE
94490,4,35,5,2,FALSE
94537,6,18,16,22,FALSE
94605,26,659,30,63,TRUE
94732,21,2154,35,136,TRUE
94781,3,125,0,1,FALSE
94807,3,93,4,16,FALSE
94942,23,546,46,123,FALSE
94986,6,1046,0,2,FALSE
95000,28,2628,4,4,TRUE
95020,24,1965,2,1,TRUE
95061,48,2114,0,0,TRUE
95093,3,731,0,1,TRUE
95109,4,123,1,3,FALSE
95120,4,37,1,58,FALSE
95141,3,370,3,8,FALSE
95155,4,477,2,2,FALSE
95205,7,78,13,17,FALSE
95226,5,215,11,16,TRUE
95250,8,53,4,3,TRUE
95319,6,66,16,8,FALSE
95325,20,6511,33,76,FALSE
95474,4,97,0,1,FALSE
95515,5,32,1,3,FALSE
95547,7,2827,0,2,FALSE
95640,38,2199,35,51,TRUE
95662,3,49,1,1,FALSE
95689,7,258,10,5,TRUE
95769,19,2514,22,26,TRUE
95811,27,988,79,47,TRUE
95909,3,311,2,7,FALSE
95956,2,109,1,1,FALSE
96037,29,7700,22,3,FALSE
96066,4,476,1,4,TRUE
96074,38,8082,32,244,FALSE
96103,3,85,0,1,TRUE
96231,8,1439,4,17,TRUE
96328,4,141,2,2,FALSE
96349,5,60,0,7,FALSE
96481,13,204,66,81,FALSE
96486,5,52,19,12,FALSE
96489,2,32,2,3,FALSE
96506,5,56,0,15,FALSE
96539,10,879,8,4,TRUE
96744,3,148,1,1,FALSE
96769,8,1557,0,7,FALSE
96783,3,33,2,7,FALSE
96795,8,232,4,15,TRUE
96814,2,9,6,109,FALSE
96909,4,449,0,16,FALSE
96995,9,35,12,25,FALSE
97024,3,3,9,75,TRUE
97039,3,101,3,33,FALSE
97051,5,214,5,9,FALSE
97058,3,38,0,2,FALSE
97118,3,12,21,24,TRUE
97290,7,85,2,2,TRUE
97346,3,222,0,1,FALSE
97416,3,627,0,2,FALSE
97432,4,54,3,12,FALSE
97437,2,232,1,1,FALSE
97462,14,4175,17,15,TRUE
97480,6,114,4,3,FALSE
97514,3,520,0,1,FALSE
97526,5,88,18,100,TRUE
97531,3,449,1,1,FALSE
97545,15,2262,20,30,TRUE
97596,5,192,4,5,FALSE
97633,4,246,1,6,FALSE
97698,6,58,1,3,FALSE
97710,34,5708,0,1,FALSE
97771,1,2,23,13,FALSE
97863,3,297,0,1,FALSE
97885,9,946,4,10,FALSE
97940,7,352,5,54,FALSE
97971,3,241,0,4,FALSE
97990,9,155,3,16,FALSE
98039,15,407,26,27,FALSE
98155,3,136,5,6,FALSE
98236,8,149,12,29,FALSE
98286,3,59,2,4,FALSE
98338,7,64,31,57,FALSE
98374,3,168,3,11,FALSE
98387,5,146,0,4,FALSE
98426,39,1984,133,408,TRUE
98488,2,26,1,0,FALSE
98536,4,335,3,12,TRUE
98605,19,300,8,38,FALSE
98622,4,236,6,145,TRUE
98670,12,96,15,33,TRUE
98752,6,82,9,25,FALSE
98932,9,590,1,0,FALSE
98985,9,520,0,2,FALSE
98996,4,454,3,5,FALSE
99026,2,266,0,1,FALSE
99104,2,596,0,2,FALSE
99124,1,13,9,23,TRUE
99249,3,772,3,1,FALSE
99264,4,108,0,1,FALSE
99336,3,23,0,2,FALSE
99423,5,428,12,11,FALSE
99465,9,249,0,1,FALSE
99627,5,71,8,27,FALSE
99733,3,47,1,4,TRUE
99882,6,52,22,41,FALSE
99927,31,658,38,52,FALSE
100052,5,385,6,6,FALSE
100088,4,21,1,1,FALSE
100113,2,16,3,13,FALSE
100308,2,124,0,0,FALSE
100329,4,254,0,1,TRUE
100447,8,26,5,4,TRUE
100601,5,154,5,2,FALSE
100665,9,53,14,109,TRUE
100801,3,163,2,13,FALSE
100889,2,396,1,3,FALSE
101061,5,59,6,17,FALSE
101067,14,3023,8,37,FALSE
101158,3,110,3,1,FALSE
101169,3,169,2,11,FALSE
101378,10,307,11,14,FALSE
101419,4,760,0,5,FALSE
101577,11,252,21,53,FALSE
101608,5,70,4,19,FALSE
101681,4,111,10,7,TRUE
101720,4,1380,1,5,FALSE
101997,6,617,3,2,FALSE
102028,4,204,1,1,FALSE
102034,4,218,1,2,FALSE
102039,4,105,2,1,FALSE
102072,2,108,0,1,FALSE
102082,4,60,1,2,FALSE
102093,3,1014,0,4,FALSE
102226,15,573,5,4,FALSE
102263,6,403,4,13,FALSE
102273,6,245,3,1,FALSE
102300,3,673,0,1,FALSE
102320,28,1574,22,74,TRUE
102351,3,62,22,9,FALSE
102385,4,118,3,10,FALSE
102422,25,225,44,59,FALSE
102437,18,974,10,6,TRUE
102475,2,132,0,1,FALSE
102495,3,272,2,2,FALSE
102526,11,314,9,16,FALSE
102565,7,224,3,3,FALSE
102634,4,1313,3,6,FALSE
102686,3,322,2,4,FALSE
102745,20,196,17,50,FALSE
102783,2,366,0,1,FALSE
102832,3,614,0,2,FALSE
102858,2,302,0,1,FALSE
102922,2,20,5,13,FALSE
103102,5,56,0,4,TRUE
103217,12,520,13,32,FALSE
103252,5,256,0,5,FALSE
103330,6,83,20,36,TRUE
103378,4,350,0,2,FALSE
103446,38,4635,71,22,FALSE
103491,3,189,1,4,FALSE
103575,3,76,1,9,FALSE
103591,3,70,1,1,TRUE
103625,9,114,2,1,TRUE
103644,3,304,3,1,FALSE
103667,13,928,27,11,TRUE
103668,3,250,0,10,FALSE
103727,4,233,0,3,FALSE
103755,3,100,2,17,FALSE
103776,3,40,2,7,FALSE
103883,1,51,1,3,FALSE
103889,8,74,6,11,FALSE
103907,4,862,2,2,FALSE
103996,3,130,3,14,FALSE
103998,9,369,10,8,FALSE
104015,7,345,11,40,FALSE
104027,57,9245,48,122,TRUE
104073,4,29,7,24,FALSE
104200,3,147,0,2,FALSE
104239,7,272,10,31,FALSE
104244,3,146,1,7,FALSE
104267,2,174,2,16,FALSE
104363,6,379,8,13,FALSE
104366,3,423,3,5,FALSE
104395,4,80,1,1,FALSE
104396,14,1104,0,1,FALSE
104427,4,1830,2,3,FALSE
104432,3,98,4,2,FALSE
104483,9,317,2,14,TRUE
104621,6,166,2,1,FALSE
104667,2,68,0,1,FALSE
104683,6,13,12,28,FALSE
104697,14,2324,60,55,TRUE
104732,7,154,2,7,FALSE
104735,2,7,4,56,TRUE
104801,7,204,10,5,TRUE
104831,3,211,1,3,FALSE
104852,14,104,32,12,FALSE
104863,64,21226,69,93,TRUE
104872,3,895,1,3,FALSE
104905,5,34,7,12,FALSE
104912,31,1062,73,699,TRUE
104937,4,412,3,7,TRUE
105097,13,5299,17,31,TRUE
105122,21,1993,8,13,FALSE
105150,11,424,13,13,TRUE
105153,5,212,3,28,FALSE
105159,5,1120,0,2,FALSE
105212,3,555,0,2,FALSE
105261,6,65,11,4,FALSE
105454,6,87,8,52,FALSE
105558,9,42,67,83,FALSE
105576,10,1708,20,22,FALSE
105582,4,44,3,1,FALSE
105819,10,4143,12,26,FALSE
105845,3,395,0,1,FALSE
105877,3,555,1,1,FALSE
105899,11,4662,25,40,FALSE
105917,6,716,3,4,FALSE
105948,5,200,10,4,FALSE
105992,3,56,0,1,FALSE
106025,22,4290,23,21,TRUE
106026,4,350,0,1,FALSE
106038,3,249,2,6,FALSE
106091,6,103,28,27,FALSE
106099,7,59,18,28,TRUE
106200,4,281,0,1,FALSE
106222,8,73,19,1,TRUE
106255,13,377,13,47,FALSE
106331,5,160,5,14,FALSE
106394,15,912,5,45,TRUE
106499,7,419,2,3,FALSE
106514,19,3984,43,43,TRUE
106618,15,3450,12,19,FALSE
106696,6,178,1,4,FALSE
106723,4,20,1,1,FALSE
106892,5,15,2,2,FALSE
106961,15,626,28,11,TRUE
106987,2,31,1,32,TRUE
107034,17,345,12,5,FALSE
107063,9,1824,10,16,FALSE
107069,88,6754,95,54,TRUE
107142,4,88,1,1,TRUE
107226,4,162,6,3,FALSE
107336,5,93,5,13,FALSE
107387,4,14,2,18,TRUE
107517,3,15,1,6,FALSE
107545,8,517,19,60,FALSE
107658,43,1354,95,214,TRUE
107689,5,56,26,67,FALSE
107760,19,914,20,33,TRUE
107799,9,3578,3,12,TRUE
107838,4,451,4,7,FALSE
107842,7,2199,14,38,TRUE
107918,2,72,3,19,FALSE
107923,6,679,12,9,FALSE
107982,8,133,8,17,FALSE
108087,8,64,14,16,FALSE
108112,3,21,0,6,FALSE
108142,7,64,2,67,FALSE
108189,7,372,0,5,TRUE
108219,5,79,7,39,FALSE
108287,8,1291,17,40,TRUE
108365,5,351,4,6,TRUE
108431,3,55,2,4,FALSE
108460,27,1192,30,5,TRUE
108482,2,40,6,4,TRUE
108583,5,259,3,6,TRUE
108603,4,465,3,0,TRUE
108720,41,1362,107,272,TRUE
108789,3,20,1,2,TRUE
108952,4,109,3,3,FALSE
109002,9,122,16,52,FALSE
109036,2,390,1,2,FALSE
109182,5,25,9,2,FALSE
109189,4,63,2,17,FALSE
109192,6,785,10,8,FALSE
109251,31,9952,29,98,TRUE
109388,2,66,2,2,FALSE
109502,2,76,1,1,FALSE
109590,5,26,6,2,TRUE
109637,49,6860,0,0,TRUE
109748,3,38,1,3,FALSE
109764,3,116,0,2,FALSE
109808,51,7240,63,43,TRUE
109880,4,100,1,0,FALSE
109901,5,134,3,1,TRUE
109914,4,246,0,0,FALSE
109976,9,797,1,1,FALSE
110260,3,100,7,15,FALSE
110411,5,415,10,20,FALSE
110465,4,118,1,3,TRUE
110469,11,218,0,2,FALSE
110497,20,1708,1,1,TRUE
110569,3,49,1,4,FALSE
110607,51,11729,29,35,TRUE
110672,3,102,2,3,FALSE
110681,8,126,5,16,FALSE
110711,2,33,19,11,FALSE
110886,11,274,12,59,FALSE
110897,4,108,1,3,FALSE
111041,14,139,37,95,TRUE
111053,3,289,5,5,TRUE
111142,33,730,26,48,FALSE
111228,3,50,0,2,FALSE
111379,5,197,3,4,FALSE
111508,7,271,13,2,FALSE
111558,3,307,0,2,FALSE
111579,6,213,2,0,FALSE
111628,14,729,4,1,FALSE
111643,3,3,2,3,FALSE
111695,10,229,0,2,FALSE
111738,8,726,15,152,FALSE
111793,5,472,5,5,FALSE
111796,4,55,5,33,FALSE
111842,3,66,2,10,FALSE
111845,3,30,5,8,FALSE
111875,4,334,2,8,FALSE
111880,4,47,10,17,FALSE
111977,6,96,1,11,FALSE
112051,4,75,16,37,FALSE
112097,3,12,6,7,FALSE
112187,4,52,5,18,FALSE
112306,15,182,7,78,TRUE
112413,8,765,16,49,FALSE
112551,6,332,4,14,FALSE
112580,3,298,0,3,FALSE
112591,3,28,0,10,FALSE
112615,5,312,16,81,FALSE
112622,3,157,0,4,FALSE
112632,3,181,2,4,FALSE
112710,3,214,1,4,FALSE
112723,3,10,7,12,FALSE
112751,121,7764,74,65,TRUE
112797,3,49,6,54,FALSE
112832,7,112,4,31,FALSE
112842,5,48,2,2,FALSE
113013,5,15,4,1,TRUE
113031,6,22,78,86,TRUE
113061,13,2961,12,9,TRUE
113073,3,549,2,3,FALSE
113128,4,132,1,1,FALSE
113195,5,81,1,0,FALSE
113221,4,53,1,2,FALSE
113240,7,20,15,29,FALSE
113253,5,212,9,1,FALSE
113263,11,1372,41,43,FALSE
113308,4,68,8,3,FALSE
113371,8,192,5,3,FALSE
113385,2,27,1,6,TRUE
113491,3,108,3,42,FALSE
113513,3,78,9,24,FALSE
113583,11,46,8,48,TRUE
113619,9,560,4,8,FALSE
113649,6,800,5,3,FALSE
113666,4,160,3,8,TRUE
113679,3,40,0,1,FALSE
113846,4,1182,4,12,TRUE
113856,12,226,134,83,FALSE
113958,14,252,45,62,FALSE
114031,5,29,3,1,FALSE
114047,3,106,8,22,FALSE
114112,2,66,4,7,FALSE
114130,6,536,1,6,FALSE
114153,7,116,8,35,FALSE
114161,42,9165,0,2,TRUE
114261,4,381,1,1,TRUE
114278,19,406,30,184,TRUE
114293,4,83,0,7,FALSE
114331,6,65,3,7,FALSE
114483,6,146,1,6,FALSE
114489,8,133,6,6,FALSE
114492,38,888,41,53,TRUE
114538,2,40,0,4,FALSE
114610,32,468,38,427,TRUE
114718,7,156,3,5,TRUE
114864,11,235,77,78,TRUE
114948,2,62,0,5,FALSE
115005,4,114,1,4,FALSE
115062,4,313,0,3,FALSE
115086,7,127,8,1,FALSE
115161,8,1224,12,21,FALSE
115237,6,110,12,54,FALSE
115242,4,568,0,4,FALSE
115285,5,138,10,28,FALSE
115404,3,18,2,1,FALSE
115411,2,7,3,5,FALSE
115514,2,128,1,2,FALSE
115738,10,257,16,31,FALSE
115830,6,472,4,6,TRUE
115936,18,1553,15,8,FALSE
115956,58,2290,54,105,TRUE
116003,4,18,16,11,FALSE
116058,14,366,24,382,FALSE
116115,36,5094,32,12,TRUE
116216,7,524,3,6,TRUE
116316,4,113,5,38,FALSE
116356,9,711,2,6,TRUE
116419,4,382,0,2,FALSE
116503,5,11,7,16,FALSE
116521,2,180,0,1,TRUE
116549,17,126,23,98,FALSE
116629,19,1060,11,78,FALSE
116912,4,17,11,29,FALSE
117054,4,93,0,6,FALSE
117093,9,1669,3,26,FALSE
117098,13,2183,0,2,TRUE
117114,4,196,2,4,FALSE
117128,3,20,3,8,TRUE
117362,27,1979,18,84,TRUE
117439,7,37,4,7,FALSE
117509,5,54,4,38,FALSE
117572,5,382,3,36,FALSE
117635,5,64,1,27,FALSE
117700,15,420,0,1,FALSE
117716,8,559,6,31,FALSE
117732,7,72,8,78,TRUE
117903,4,77,1,3,FALSE
118015,5,134,7,57,TRUE
118048,10,422,18,98,FALSE
118080,4,18,4,12,FALSE
118163,9,1328,17,43,FALSE
118185,2,7,1,1,FALSE
118209,6,172,5,19,FALSE
118269,4,25,5,10,FALSE
118271,7,1436,4,5,TRUE
118273,3,27,0,2,FALSE
118343,7,66,21,20,FALSE
118352,5,12,7,76,TRUE
118398,3,27,7,29,FALSE
118430,40,3703,71,26,FALSE
118596,4,1406,0,3,FALSE
118599,6,4328,6,6,FALSE
118620,11,2135,6,28,TRUE
118633,3,64,1,3,TRUE
118667,26,6453,14,19,TRUE
118703,21,358,44,302,FALSE
118869,4,630,22,52,FALSE
118891,3,376,6,4,FALSE
118962,2,408,0,2,FALSE
118972,10,236,6,38,TRUE
118982,3,10,5,53,FALSE
118998,14,1059,10,258,TRUE
119028,5,540,0,9,FALSE
119149,7,48,9,128,FALSE
119191,4,215,2,9,TRUE
119282,2,286,0,2,FALSE
119523,5,37,0,1,FALSE
119583,17,310,36,78,TRUE
119723,7,68,15,41,FALSE
119728,3,43,8,20,FALSE
