"dimNam","dimVal","sampleScore"
"num_team_year",1,0.912482921854254
"num_commits_year",1,0.912482921854254
"forks",1,0.912482921854254
"watchers",1,0.912482921854254
"language",0.998518290453557,0.912482921854254
"project_age",1,0.912482921854254
