"dimNam","dimVal","sampleScore"
"num_team_year",0.906200088517713,0.771287547866916
"num_commits_year",0.99204302730579,0.771287547866916
"forks",0.965276040564204,0.771287547866916
"watchers",0.980256701368176,0.771287547866916
"language",0.999499682490811,0.771287547866916
"project_age",1,0.771287547866916
