"dimNam","dimVal","sampleScore"
"num_team_year",1,0.881289976293778
"num_commits_year",1,0.881289976293778
"forks",1,0.881289976293778
"watchers",1,0.881289976293778
"language",0.997853021425057,0.881289976293778
"project_age",1,0.881289976293778
